cfg_scale,cut_npe,cut_firsttime,n_runs,mean_ers_score,mean_npe_log_mae,mean_time_mae,mean_active_dom_iou,fpd_like,cov_err,sep_power_npe,sep_power_time,mean_ers_term_npe_log,mean_ers_term_time_mae_norm,mean_ers_term_iou_penalty,mean_ers_term_npe_w1_norm,mean_ers_term_time_w1_norm,mean_ers_contrib_npe_log,mean_ers_contrib_time_mae_norm,mean_ers_contrib_iou_penalty,mean_ers_contrib_npe_w1_norm,mean_ers_contrib_time_w1_norm
0.0,0.0,0.0,80,0.9549009912060802,0.09921805278863757,1533.905289422898,0.014717017699173445,13303450.572989807,6269808.496895074,0.31695970585447336,0.9799999993188374,0.09921805278863757,0.41571708693941983,0.9852829823008266,3.4927470774227354,1.0023764556105839,0.029765415836591272,0.10392927173485496,0.19705659646016532,0.5239120616134103,0.1002376455610584
0.0,0.0,0.1,80,0.893455376400803,0.09921805278863757,1533.908198765346,0.014717017699173445,6148562.620309617,6272924.382793773,0.31695970585447336,0.4569741362515046,0.09921805278863757,0.4157178875466502,0.9852829823008266,3.4927470774227354,0.3879183060397355,0.029765415836591272,0.10392947188666254,0.19705659646016532,0.5239120616134103,0.03879183060397355
0.0,0.0,0.2,80,0.893455376400803,0.09921805278863757,1533.908198765346,0.014717017699173445,6148562.620309617,6272924.382793773,0.31695970585447336,0.4569741362515046,0.09921805278863757,0.4157178875466502,0.9852829823008266,3.4927470774227354,0.3879183060397355,0.029765415836591272,0.10392947188666254,0.19705659646016532,0.5239120616134103,0.03879183060397355
0.0,0.0,0.3,80,0.893455376400803,0.09921805278863757,1533.908198765346,0.014717017699173445,6148562.620309617,6272924.382793773,0.31695970585447336,0.4569741362515046,0.09921805278863757,0.4157178875466502,0.9852829823008266,3.4927470774227354,0.3879183060397355,0.029765415836591272,0.10392947188666254,0.19705659646016532,0.5239120616134103,0.03879183060397355
0.0,0.0,0.4,80,0.893455376400803,0.09921805278863757,1533.908198765346,0.014717017699173445,6148562.620309617,6272924.382793773,0.31695970585447336,0.4569741362515046,0.09921805278863757,0.4157178875466502,0.9852829823008266,3.4927470774227354,0.3879183060397355,0.029765415836591272,0.10392947188666254,0.19705659646016532,0.5239120616134103,0.03879183060397355
0.0,0.0,100.0,80,0.878136174102395,0.10371783443260937,1598.619187927246,0.009779407352986859,7211765.664306703,6599602.956181382,0.46431594721909786,0.4726737960265063,0.10371783443260937,0.3816152083578305,0.9902205926470131,3.4643001744764192,0.3392787698228902,0.031115350329782812,0.09540380208945763,0.19804411852940262,0.5196450261714629,0.03392787698228902
0.0,0.0,200.0,80,0.8768809338074195,0.10371783443260937,1600.2053359985352,0.009779407352986859,7209112.513424031,6592898.596317351,0.46431594721909786,0.5023409916370837,0.10371783443260937,0.38010113071691903,0.9902205926470131,3.4643001744764192,0.33051156097541423,0.031115350329782812,0.09502528267922976,0.19804411852940262,0.5196450261714629,0.033051156097541425
0.0,0.0,300.0,80,0.8755276141145293,0.10371783443260937,1601.8646606445313,0.009779407352986859,7231245.474278191,6590004.574300432,0.46431594721909786,0.5030922664582319,0.10371783443260937,0.376274783562801,0.9902205926470131,3.4643001744764192,0.3265442319318077,0.031115350329782812,0.09406869589070024,0.19804411852940262,0.5196450261714629,0.03265442319318077
0.0,0.0,400.0,80,0.8727691478445383,0.10371783443260937,1609.1995422363282,0.009779407352986859,7228422.033222929,6575067.317979468,0.46431594721909786,0.4388489281489867,0.10371783443260937,0.3701306109075553,0.9902205926470131,3.4643001744764192,0.31432000087001305,0.031115350329782812,0.09253265272688882,0.19804411852940262,0.5196450261714629,0.031432000087001304
0.0,0.0,500.0,80,0.8695176638553125,0.10371783443260937,1595.2231506347657,0.009779407352986859,7202183.658002656,6559366.5704470975,0.46431594721909786,0.43640692578870716,0.10371783443260937,0.36199921216248826,0.9902205926470131,3.4643001744764192,0.30213365784042184,0.031115350329782812,0.09049980304062206,0.19804411852940262,0.5196450261714629,0.030213365784042184
